no,지역,대학,전과목,국어,영어,수학,사회,과학,국영수,국영수과,국영수사,국영수과사,불합
1,서울,5,3.077,2.889,3.5,1.778,2.714,3.5,2.722,2.975,2.721,2.936,0
2,서울,5,3.077,2.889,3.5,1.778,2.714,3.5,2.722,2.975,2.721,2.936,0
3,경기,5,3.077,2.889,3.5,1.778,2.714,3.5,2.722,2.975,2.721,2.936,0
4,경기,5,3.077,2.889,3.5,1.778,2.714,3.5,2.722,2.975,2.721,2.936,0
5,서울,6,3.077,2.889,3.5,1.778,2.714,3.5,2.722,2.975,2.721,2.936,0
6,경기,5,3.077,2.889,3.5,1.778,2.714,3.5,2.722,2.975,2.721,2.936,1
7,경기,6,7.548,7.722,7.5,7.944,7.5,7,7.722,7.629,7.64,7.585,0
8,경기,5,3.163,3.5,3.056,2.722,3.313,2.5,3.093,3.016,3.174,3.117,0
9,서울,5,3.163,3.5,3.056,2.722,3.313,2.5,3.093,3.016,3.174,3.117,0
10,서울,5,3.163,3.5,3.056,2.722,3.313,2.5,3.093,3.016,3.174,3.117,0
11,서울,5,3.163,3.5,3.056,2.722,3.313,2.5,3.093,3.016,3.174,3.117,0
12,서울,5,3.163,3.5,3.056,2.722,3.313,2.5,3.093,3.016,3.174,3.117,0
13,경기,5,3.163,3.5,3.056,2.722,3.313,2.5,3.093,3.016,3.174,3.117,0
14,서울,6,3.163,3.5,3.056,2.722,3.313,2.5,3.093,3.016,3.174,3.117,1
15,서울,5,2.346,1.778,2.222,3.056,1.85,2.45,2.352,2.378,2.216,2.266,0
16,서울,5,2.346,1.778,2.222,3.056,1.85,2.45,2.352,2.378,2.216,2.266,1
17,서울,4,2.346,1.778,2.222,3.056,1.85,2.45,2.352,2.378,2.216,2.266,0
18,서울,5,2.346,1.778,2.222,3.056,1.85,2.45,2.352,2.378,2.216,2.266,0
19,서울,5,2.346,1.778,2.222,3.056,1.85,2.45,2.352,2.378,2.216,2.266,0
20,서울,5,2.346,1.778,2.222,3.056,1.85,2.45,2.352,2.378,2.216,2.266,0
21,서울,5,2.615,3.333,3,1.5,2.643,2.5,2.611,2.575,2.618,2.585,1
22,서울,4,2.615,3.333,3,1.5,2.643,2.5,2.611,2.575,2.618,2.585,0
23,서울,5,2.615,3.333,3,1.5,2.643,2.5,2.611,2.575,2.618,2.585,0
24,서울,5,2.615,3.333,3,1.5,2.643,2.5,2.611,2.575,2.618,2.585,0
25,서울,4,2.615,3.333,3,1.5,2.643,2.5,2.611,2.575,2.618,2.585,0
26,서울,4,2.615,3.333,3,1.5,2.643,2.5,2.611,2.575,2.618,2.585,0
27,서울,1,2.875,2.722,3.222,4,1.885,3.143,3.315,3.279,2.85,2.894,0
28,서울,3,2.875,2.722,3.222,4,1.885,3.143,3.315,3.279,2.85,2.894,1
29,서울,2,2.875,2.722,3.222,4,1.885,3.143,3.315,3.279,2.85,2.894,0
30,서울,1,2.875,2.722,3.222,4,1.885,3.143,3.315,3.279,2.85,2.894,0
31,서울,4,2.875,2.722,3.222,4,1.885,3.143,3.315,3.279,2.85,2.894,0
32,서울,5,2.875,2.722,3.222,4,1.885,3.143,3.315,3.279,2.85,2.894,0
33,서울,5,3.288,3.222,5,3.556,2.786,2.385,3.926,3.425,3.691,3.33,0
34,서울,4,3.288,3.222,5,3.556,2.786,2.385,3.926,3.425,3.691,3.33,0
35,서울,4,3.288,3.222,5,3.556,2.786,2.385,3.926,3.425,3.691,3.33,0
36,경기,5,3.288,3.222,5,3.556,2.786,2.385,3.926,3.425,3.691,3.33,0
37,경기,5,3.288,3.222,5,3.556,2.786,2.385,3.926,3.425,3.691,3.33,0
38,경기,5,3.288,3.222,5,3.556,2.786,2.385,3.926,3.425,3.691,3.33,0
39,서울,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,0
40,서울,5,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,0
41,서울,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,0
42,세종,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,0
43,서울,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,0
44,충북,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,0
45,서울,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,1
46,인천,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,1
47,서울,6,5.269,5,5.5,5.222,4.929,5.654,5.241,5.375,5.176,5.309,1
48,서울,6,6.308,6.556,6.556,6.778,5.929,6.269,6.63,6.513,6.485,6.426,0
49,경기,6,6.308,6.556,6.556,6.778,5.929,6.269,6.63,6.513,6.485,6.426,0
50,경기,6,6.308,6.556,6.556,6.778,5.929,6.269,6.63,6.513,6.485,6.426,0
51,경기,6,6.596,6.722,6.5,7.278,6.269,6.786,6.833,6.824,6.65,6.67,0
52,경기,6,6.596,6.722,6.5,7.278,6.269,6.786,6.833,6.824,6.65,6.67,1
53,서울,5,3.596,3.556,4.5,3,3.714,3.615,3.685,3.663,3.691,3.67,0
54,서울,5,3.596,3.556,4.5,3,3.714,3.615,3.685,3.663,3.691,3.67,0
55,경기,6,3.596,3.556,4.5,3,3.714,3.615,3.685,3.663,3.691,3.67,0
56,서울,6,3.596,3.556,4.5,3,3.714,3.615,3.685,3.663,3.691,3.67,0
57,경기,6,3.596,3.556,4.5,3,3.714,3.615,3.685,3.663,3.691,3.67,0
58,경기,6,3.596,3.556,4.5,3,3.714,3.615,3.685,3.663,3.691,3.67,0
59,경기,6,3.442,4.056,2.722,2.5,4.286,3.077,3.093,3.087,3.338,3.266,0
60,서울,4,3.442,4.056,2.722,2.5,4.286,3.077,3.093,3.087,3.338,3.266,0
61,서울,5,3.442,4.056,2.722,2.5,4.286,3.077,3.093,3.087,3.338,3.266,0
62,서울,5,3.442,4.056,2.722,2.5,4.286,3.077,3.093,3.087,3.338,3.266,0
63,서울,5,3.442,4.056,2.722,2.5,4.286,3.077,3.093,3.087,3.338,3.266,0
64,서울,5,3.442,4.056,2.722,2.5,4.286,3.077,3.093,3.087,3.338,3.266,0
65,서울,4,4.356,5,4.778,3.944,4,4.154,4.574,4.438,4.456,4.372,0
66,서울,5,4.356,5,4.778,3.944,4,4.154,4.574,4.438,4.456,4.372,0
67,서울,5,4.356,5,4.778,3.944,4,4.154,4.574,4.438,4.456,4.372,0
68,서울,5,4.356,5,4.778,3.944,4,4.154,4.574,4.438,4.456,4.372,0
69,경기,5,4.356,5,4.778,3.944,4,4.154,4.574,4.438,4.456,4.372,0
70,경기,6,4.356,5,4.778,3.944,4,4.154,4.574,4.438,4.456,4.372,0
71,서울,4,2.846,2.556,2.056,3.222,2.286,3.038,2.611,2.75,2.544,2.681,0
72,서울,5,2.846,2.556,2.056,3.222,2.286,3.038,2.611,2.75,2.544,2.681,1
73,서울,5,2.846,2.556,2.056,3.222,2.286,3.038,2.611,2.75,2.544,2.681,0
74,서울,5,2.846,2.556,2.056,3.222,2.286,3.038,2.611,2.75,2.544,2.681,1
75,서울,4,2.846,2.556,2.056,3.222,2.286,3.038,2.611,2.75,2.544,2.681,0
76,인천,5,2.846,2.556,2.056,3.222,2.286,3.038,2.611,2.75,2.544,2.681,1
77,서울,3,2.567,3.222,3.222,3.5,1.85,1.85,3.315,2.919,2.919,2.691,0
78,서울,1,2.567,3.222,3.222,3.5,1.85,1.85,3.315,2.919,2.919,2.691,0
79,서울,2,2.567,3.222,3.222,3.5,1.85,1.85,3.315,2.919,2.919,2.691,0
80,서울,4,2.567,3.222,3.222,3.5,1.85,1.85,3.315,2.919,2.919,2.691,1
81,경기,6,2.567,3.222,3.222,3.5,1.85,1.85,3.315,2.919,2.919,2.691,1
82,서울,5,2.567,3.222,3.222,3.5,1.85,1.85,3.315,2.919,2.919,2.691,1
83,경기,6,4.731,5.222,4.278,3.722,5.156,6,4.407,4.613,4.686,4.798,0
84,경기,5,4.731,5.222,4.278,3.722,5.156,6,4.407,4.613,4.686,4.798,0
85,경기,6,4.731,5.222,4.278,3.722,5.156,6,4.407,4.613,4.686,4.798,0
86,경기,6,4.731,5.222,4.278,3.722,5.156,6,4.407,4.613,4.686,4.798,0
87,인천,6,4.731,5.222,4.278,3.722,5.156,6,4.407,4.613,4.686,4.798,0
88,경기,6,4.798,4.778,4.722,5.278,4.423,5.5,4.926,5.044,4.763,4.872,0
89,경기,6,4.798,4.778,4.722,5.278,4.423,5.5,4.926,5.044,4.763,4.872,0
90,경기,6,4.798,4.778,4.722,5.278,4.423,5.5,4.926,5.044,4.763,4.872,0
91,경기,6,4.798,4.778,4.722,5.278,4.423,5.5,4.926,5.044,4.763,4.872,0
92,경기,6,4.798,4.778,4.722,5.278,4.423,5.5,4.926,5.044,4.763,4.872,0
93,경기,6,4.798,4.778,4.722,5.278,4.423,5.5,4.926,5.044,4.763,4.872,1
94,서울,5,3.126,2.875,3.048,3,3,3.923,2.971,3.232,2.976,3.202,0
95,서울,3,3.126,2.875,3.048,3,3,3.923,2.971,3.232,2.976,3.202,0
96,서울,5,3.126,2.875,3.048,3,3,3.923,2.971,3.232,2.976,3.202,0
97,경기,5,3.126,2.875,3.048,3,3,3.923,2.971,3.232,2.976,3.202,0
98,경기,6,3.126,2.875,3.048,3,3,3.923,2.971,3.232,2.976,3.202,0
99,인천,5,3.126,2.875,3.048,3,3,3.923,2.971,3.232,2.976,3.202,0
100,경기,6,3.779,4.125,4,3.714,3.079,4,3.955,3.959,3.635,3.661,0
101,서울,6,3.779,4.125,4,3.714,3.079,4,3.955,3.959,3.635,3.661,0
102,서울,6,3.779,4.125,4,3.714,3.079,4,3.955,3.959,3.635,3.661,0
103,경기,5,3.779,4.125,4,3.714,3.079,4,3.955,3.959,3.635,3.661,0
104,경기,6,3.779,4.125,4,3.714,3.079,4,3.955,3.959,3.635,3.661,0
105,충남,6,4.546,4.417,5,4.458,4.8,4.4,4.609,4.562,4.652,4.606,0
106,경기,6,4.546,4.417,5,4.458,4.8,4.4,4.609,4.562,4.652,4.606,0
107,경기,6,4.546,4.417,5,4.458,4.8,4.4,4.609,4.562,4.652,4.606,0
108,경기,6,4.546,4.417,5,4.458,4.8,4.4,4.609,4.562,4.652,4.606,0
109,경기,6,4.546,4.417,5,4.458,4.8,4.4,4.609,4.562,4.652,4.606,0
110,충남,6,4.546,4.417,5,4.458,4.8,4.4,4.609,4.562,4.652,4.606,0
111,서울,6,6.303,6,6.381,6.857,6.053,7.5,6.413,6.535,6.277,6.367,0
112,서울,5,6.303,6,6.381,6.857,6.053,7.5,6.413,6.535,6.277,6.367,0
113,경기,6,6.303,6,6.381,6.857,6.053,7.5,6.413,6.535,6.277,6.367,0
114,서울,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,0
115,경기,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,1
116,경기,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,1
117,서울,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,0
118,전북,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,1
119,경기,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,0
120,경기,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,0
121,서울,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,1
122,경기,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,0
123,경기,6,6.433,6,6.444,7.167,6.25,7.5,6.537,6.661,6.43,6.521,0
124,서울,4,2.792,2.958,1.75,3,2.85,3.692,2.551,2.863,2.618,2.861,0
125,서울,3,2.792,2.958,1.75,3,2.85,3.692,2.551,2.863,2.618,2.861,0
126,서울,4,2.792,2.958,1.75,3,2.85,3.692,2.551,2.863,2.618,2.861,0
127,서울,3,2.792,2.958,1.75,3,2.85,3.692,2.551,2.863,2.618,2.861,0
128,경기,6,2.792,2.958,1.75,3,2.85,3.692,2.551,2.863,2.618,2.861,1
129,세종,5,2.792,2.958,1.75,3,2.85,3.692,2.551,2.863,2.618,2.861,0
130,서울,4,3.748,3.542,4,2.833,4.15,3.8,3.435,3.517,3.596,3.633,0
131,서울,5,3.748,3.542,4,2.833,4.15,3.8,3.435,3.517,3.596,3.633,0
132,서울,5,3.748,3.542,4,2.833,4.15,3.8,3.435,3.517,3.596,3.633,0
133,경기,5,3.748,3.542,4,2.833,4.15,3.8,3.435,3.517,3.596,3.633,0
134,인천,5,3.748,3.542,4,2.833,4.15,3.8,3.435,3.517,3.596,3.633,0
135,인천,5,3.748,3.542,4,2.833,4.15,3.8,3.435,3.517,3.596,3.633,1
136,서울,6,4.049,3.833,3.714,5.19,3.5,4.357,4.227,4.25,3.99,4.036,1
137,서울,5,4.049,3.833,3.714,5.19,3.5,4.357,4.227,4.25,3.99,4.036,0
138,서울,1,4.049,3.833,3.714,5.19,3.5,4.357,4.227,4.25,3.99,4.036,0
139,서울,4,4.049,3.833,3.714,5.19,3.5,4.357,4.227,4.25,3.99,4.036,0
140,서울,6,4.049,3.833,3.714,5.19,3.5,4.357,4.227,4.25,3.99,4.036,1
141,서울,6,4.049,3.833,3.714,5.19,3.5,4.357,4.227,4.25,3.99,4.036,1
142,경기,6,4.773,4.792,5.095,3.958,4.786,4.923,4.594,4.684,4.627,4.697,0
143,경기,6,4.773,4.792,5.095,3.958,4.786,4.923,4.594,4.684,4.627,4.697,0
144,경기,6,4.773,4.792,5.095,3.958,4.786,4.923,4.594,4.684,4.627,4.697,0
145,경기,6,4.773,4.792,5.095,3.958,4.786,4.923,4.594,4.684,4.627,4.697,0
146,경기,6,4.773,4.792,5.095,3.958,4.786,4.923,4.594,4.684,4.627,4.697,0
147,경기,6,4.773,4.792,5.095,3.958,4.786,4.923,4.594,4.684,4.627,4.697,1
148,경기,6,5.203,4.762,4.857,6.81,4.289,7.5,5.476,5.704,5.03,5.211,0
149,경기,6,5.203,4.762,4.857,6.81,4.289,7.5,5.476,5.704,5.03,5.211,0
150,인천,6,3.462,3.583,4.429,3.208,3.5,2.6,3.71,3.461,3.663,3.468,0
151,서울,6,3.462,3.583,4.429,3.208,3.5,2.6,3.71,3.461,3.663,3.468,0
152,경기,6,3.462,3.583,4.429,3.208,3.5,2.6,3.71,3.461,3.663,3.468,0
153,경기,6,3.462,3.583,4.429,3.208,3.5,2.6,3.71,3.461,3.663,3.468,0
154,경기,6,3.462,3.583,4.429,3.208,3.5,2.6,3.71,3.461,3.663,3.468,0
155,경기,4,3.462,3.583,4.429,3.208,3.5,2.6,3.71,3.461,3.663,3.468,1
156,서울,6,4.748,4.476,4.81,5.238,4.211,6,4.841,4.972,4.604,4.706,0
157,서울,6,4.748,4.476,4.81,5.238,4.211,6,4.841,4.972,4.604,4.706,0
158,서울,5,4.748,4.476,4.81,5.238,4.211,6,4.841,4.972,4.604,4.706,0
159,경기,6,4.748,4.476,4.81,5.238,4.211,6,4.841,4.972,4.604,4.706,1
160,경기,6,4.748,4.476,4.81,5.238,4.211,6,4.841,4.972,4.604,4.706,0
161,경기,6,4.748,4.476,4.81,5.238,4.211,6,4.841,4.972,4.604,4.706,0
162,경기,6,4.748,4.476,4.81,5.238,4.211,6,4.841,4.972,4.604,4.706,0
163,서울,5,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
164,서울,5,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
165,경기,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
166,경기,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
167,경기,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
168,경기,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
169,서울,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
170,경기,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
171,경기,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
172,서울,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
173,서울,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
174,경기,6,4.504,4.333,5.19,6.333,3.6,4.5,5.242,5.162,4.673,4.661,0
175,서울,5,6.392,6.167,6.875,6.476,6.538,6.25,6.507,6.449,6.516,6.47,0
176,서울,5,6.392,6.167,6.875,6.476,6.538,6.25,6.507,6.449,6.516,6.47,0
177,경기,6,6.392,6.167,6.875,6.476,6.538,6.25,6.507,6.449,6.516,6.47,0
178,경기,6,6.392,6.167,6.875,6.476,6.538,6.25,6.507,6.449,6.516,6.47,0
179,인천,2,2.025,1.833,1.286,1.375,2.45,2.85,1.507,1.809,1.719,1.927,0
180,서울,2,2.025,1.833,1.286,1.375,2.45,2.85,1.507,1.809,1.719,1.927,0
181,서울,4,2.025,1.833,1.286,1.375,2.45,2.85,1.507,1.809,1.719,1.927,0
182,서울,1,2.025,1.833,1.286,1.375,2.45,2.85,1.507,1.809,1.719,1.927,0
183,서울,4,2.025,1.833,1.286,1.375,2.45,2.85,1.507,1.809,1.719,1.927,0
184,서울,4,2.025,1.833,1.286,1.375,2.45,2.85,1.507,1.809,1.719,1.927,0
185,서울,4,2.941,2.917,3,1.333,3.343,4,2.439,2.608,2.752,2.844,0
186,서울,5,2.941,2.917,3,1.333,3.343,4,2.439,2.608,2.752,2.844,0
187,서울,4,2.941,2.917,3,1.333,3.343,4,2.439,2.608,2.752,2.844,0
188,서울,5,2.941,2.917,3,1.333,3.343,4,2.439,2.608,2.752,2.844,0
189,서울,6,2.941,2.917,3,1.333,3.343,4,2.439,2.608,2.752,2.844,1
190,서울,5,2.941,2.917,3,1.333,3.343,4,2.439,2.608,2.752,2.844,1
191,경기,5,4.928,3.542,5.333,6.095,4.737,5.5,4.942,5,4.869,4.913,0
192,경기,5,4.928,3.542,5.333,6.095,4.737,5.5,4.942,5,4.869,4.913,0
193,경기,5,4.928,3.542,5.333,6.095,4.737,5.5,4.942,5,4.869,4.913,0
194,서울,2,4.928,3.542,5.333,6.095,4.737,5.5,4.942,5,4.869,4.913,0
195,서울,5,4.928,3.542,5.333,6.095,4.737,5.5,4.942,5,4.869,4.913,0
196,인천,5,4.928,3.542,5.333,6.095,4.737,5.5,4.942,5,4.869,4.913,0
197,서울,6,4.928,3.542,5.333,6.095,4.737,5.5,4.942,5,4.869,4.913,1
198,경기,6,3.592,3.292,3.5,4.524,3.579,3.5,3.739,3.714,3.682,3.67,0
199,서울,5,3.592,3.292,3.5,4.524,3.579,3.5,3.739,3.714,3.682,3.67,0
200,서울,5,3.592,3.292,3.5,4.524,3.579,3.5,3.739,3.714,3.682,3.67,0
201,경기,5,3.592,3.292,3.5,4.524,3.579,3.5,3.739,3.714,3.682,3.67,0
202,서울,4,3.592,3.292,3.5,4.524,3.579,3.5,3.739,3.714,3.682,3.67,0
203,서울,5,3.592,3.292,3.5,4.524,3.579,3.5,3.739,3.714,3.682,3.67,0
204,서울,4,1.664,1,1.19,2.542,1.286,1.962,1.621,1.717,1.563,1.66,0
205,대구,6,1.664,1,1.19,2.542,1.286,1.962,1.621,1.717,1.563,1.66,0
206,서울,3,1.664,1,1.19,2.542,1.286,1.962,1.621,1.717,1.563,1.66,1
207,서울,2,1.664,1,1.19,2.542,1.286,1.962,1.621,1.717,1.563,1.66,1
208,경북,6,1.664,1,1.19,2.542,1.286,1.962,1.621,1.717,1.563,1.66,0
209,전북,6,1.664,1,1.19,2.542,1.286,1.962,1.621,1.717,1.563,1.66,0
210,경기,6,4.908,5.333,6.238,3.667,4.95,4.65,5.029,4.944,5.011,4.945,1
211,경기,6,4.908,5.333,6.238,3.667,4.95,4.65,5.029,4.944,5.011,4.945,0
212,서울,6,4.908,5.333,6.238,3.667,4.95,4.65,5.029,4.944,5.011,4.945,0
213,서울,6,4.908,5.333,6.238,3.667,4.95,4.65,5.029,4.944,5.011,4.945,1
214,서울,6,4.908,5.333,6.238,3.667,4.95,4.65,5.029,4.944,5.011,4.945,1
215,서울,6,4.908,5.333,6.238,3.667,4.95,4.65,5.029,4.944,5.011,4.945,1
216,경기,6,3.916,3.667,4.143,3.458,4.571,4.038,3.739,3.821,3.88,3.917,1
217,경기,6,3.916,3.667,4.143,3.458,4.571,4.038,3.739,3.821,3.88,3.917,0
218,경기,6,3.916,3.667,4.143,3.458,4.571,4.038,3.739,3.821,3.88,3.917,0
219,경기,6,3.916,3.667,4.143,3.458,4.571,4.038,3.739,3.821,3.88,3.917,1
220,경기,5,3.916,3.667,4.143,3.458,4.571,4.038,3.739,3.821,3.88,3.917,0
221,서울,6,3.916,3.667,4.143,3.458,4.571,4.038,3.739,3.821,3.88,3.917,1
222,서울,6,4.32,4.667,3.857,3.917,4.478,4.75,4.159,4.292,4.239,4.33,1
223,인천,6,4.32,4.667,3.857,3.917,4.478,4.75,4.159,4.292,4.239,4.33,1
224,서울,6,4.32,4.667,3.857,3.917,4.478,4.75,4.159,4.292,4.239,4.33,0
225,서울,6,4.32,4.667,3.857,3.917,4.478,4.75,4.159,4.292,4.239,4.33,0
226,강원,5,4.605,4.333,4.381,5.667,4.421,4.5,4.794,4.761,4.653,4.642,1
227,부산,6,4.605,4.333,4.381,5.667,4.421,4.5,4.794,4.761,4.653,4.642,1
228,부산,6,4.605,4.333,4.381,5.667,4.421,4.5,4.794,4.761,4.653,4.642,0
229,부산,6,4.605,4.333,4.381,5.667,4.421,4.5,4.794,4.761,4.653,4.642,0
230,전남,6,4.605,4.333,4.381,5.667,4.421,4.5,4.794,4.761,4.653,4.642,0
231,전남,6,4.605,4.333,4.381,5.667,4.421,4.5,4.794,4.761,4.653,4.642,0
232,서울,6,6.464,7.042,6.792,5.952,6.844,6.571,6.623,6.614,6.693,6.678,0
233,서울,6,6.464,7.042,6.792,5.952,6.844,6.571,6.623,6.614,6.693,6.678,0
234,경기,6,6.464,7.042,6.792,5.952,6.844,6.571,6.623,6.614,6.693,6.678,0
